# Residuals  
# Time       	p_rgh        	k            	epsilon      
4302.86      	1.580080e-03	4.990200e-05	3.333540e-05
4303.81      	1.572060e-03	5.287380e-05	3.541690e-05
4304.76      	1.535340e-03	5.587800e-05	3.753610e-05
4305.71      	1.521850e-03	5.877580e-05	3.960120e-05
4306.67      	1.491430e-03	6.167080e-05	4.163170e-05
4307.62      	1.464290e-03	6.455550e-05	4.377480e-05
4308.57      	1.404370e-03	6.731290e-05	4.571660e-05
4309.52      	1.455250e-03	7.003950e-05	4.777650e-05
4310.48      	1.370060e-03	7.264870e-05	4.964420e-05
4311.43      	1.420370e-03	7.510940e-05	5.147130e-05
4312.38      	1.414480e-03	7.756090e-05	5.331600e-05
4313.33      	1.516820e-03	7.979940e-05	5.508270e-05
4314.29      	1.540770e-03	8.194280e-05	5.667070e-05
4315.24      	1.468430e-03	8.394620e-05	5.819620e-05
4316.19      	1.372090e-03	8.579660e-05	5.957500e-05
4317.14      	1.321140e-03	8.766000e-05	6.082390e-05
4318.1       	1.256690e-03	8.925900e-05	6.201240e-05
4319.05      	1.273830e-03	9.075310e-05	6.326440e-05
4320         	1.202450e-03	9.204630e-05	6.425020e-05
4320.95      	1.174680e-03	9.314710e-05	6.526260e-05
4321.9       	1.182860e-03	9.422730e-05	6.609240e-05
4322.86      	1.121870e-03	9.503700e-05	6.685910e-05
4323.81      	1.171610e-03	9.563680e-05	6.748320e-05
4324.76      	1.127190e-03	9.581800e-05	6.792230e-05
4325.71      	1.172770e-03	9.539820e-05	6.816320e-05
4326.67      	1.126320e-03	9.484950e-05	6.827260e-05
4327.62      	1.102640e-03	9.369700e-05	6.802410e-05
4328.57      	1.085400e-03	9.226090e-05	6.769420e-05
4329.52      	1.069360e-03	8.963690e-05	6.706610e-05
4330.48      	1.070640e-03	8.708190e-05	6.598830e-05
4331.43      	1.106300e-03	8.470790e-05	6.444830e-05
4332.38      	1.059750e-03	8.264040e-05	6.302470e-05
4333.33      	1.062240e-03	8.074140e-05	6.168350e-05
4334.29      	9.881250e-04	7.886390e-05	6.046850e-05
4335.24      	1.047990e-03	7.715890e-05	5.946180e-05
4336.19      	1.002560e-03	7.555420e-05	5.839280e-05
4337.14      	1.103470e-03	7.390790e-05	5.745940e-05
4338.1       	1.173010e-03	7.233170e-05	5.644830e-05
4339.05      	1.209330e-03	7.071140e-05	5.562540e-05
4340         	1.203330e-03	6.909490e-05	5.462610e-05
4340.95      	1.133080e-03	6.758530e-05	5.377210e-05
4341.9       	1.068880e-03	6.618900e-05	5.294310e-05
4342.86      	1.002340e-03	6.479590e-05	5.213430e-05
4343.81      	9.225660e-04	6.335580e-05	5.138880e-05
4344.76      	9.129930e-04	6.221290e-05	5.067620e-05
4345.71      	8.661930e-04	6.058580e-05	4.992760e-05
4346.67      	9.175280e-04	5.931940e-05	4.923150e-05
4347.62      	9.218960e-04	5.786670e-05	4.860940e-05
4348.57      	9.560460e-04	5.647670e-05	4.783560e-05
4349.52      	9.719270e-04	5.522270e-05	4.730250e-05
4350.48      	9.583630e-04	5.376250e-05	4.649990e-05
4351.43      	9.675280e-04	5.256880e-05	4.594500e-05
4352.38      	9.024150e-04	5.122010e-05	4.536000e-05
4353.33      	9.386080e-04	5.017350e-05	4.477070e-05
4354.29      	8.703980e-04	4.876860e-05	4.419640e-05
4355.24      	9.207840e-04	4.796600e-05	4.368240e-05
4356.19      	8.795580e-04	4.610570e-05	4.308890e-05
4357.14      	9.345250e-04	4.478700e-05	4.257780e-05
4358.1       	8.886330e-04	4.358540e-05	4.213980e-05
4359.05      	9.216200e-04	4.226020e-05	4.166050e-05
4360         	8.737220e-04	4.139560e-05	4.136540e-05
4360.95      	8.519200e-04	4.015580e-05	4.084630e-05
4361.9       	7.992060e-04	3.965840e-05	4.042300e-05
4362.86      	7.718440e-04	3.889550e-05	3.984920e-05
4363.81      	6.883840e-04	3.896590e-05	3.934000e-05
4364.76      	6.801820e-04	3.794350e-05	3.857570e-05
4365.71      	6.535040e-04	3.933390e-05	3.799660e-05
4366.67      	7.111340e-04	3.659630e-05	3.726610e-05
4367.62      	7.784640e-04	4.154560e-05	3.700160e-05
4368.57      	8.203320e-04	3.469080e-05	3.611520e-05
4369.52      	8.344710e-04	3.974070e-05	3.611270e-05
4370.48      	7.935950e-04	3.276520e-05	3.531230e-05
4371.43      	7.740070e-04	3.825900e-05	3.553070e-05
4372.38      	7.311760e-04	3.116030e-05	3.470350e-05
4373.33      	7.367540e-04	3.730560e-05	3.490880e-05
4374.29      	7.172360e-04	2.981430e-05	3.391830e-05
4375.24      	7.387270e-04	3.722340e-05	3.398570e-05
4376.19      	7.485320e-04	2.944510e-05	3.290110e-05
4377.14      	7.653570e-04	3.819780e-05	3.335740e-05
4378.1       	7.922740e-04	3.094410e-05	3.307480e-05
4379.05      	7.979370e-04	4.237010e-05	3.427860e-05
4380         	8.256000e-04	3.826300e-05	3.475830e-05
4380.95      	8.221310e-04	5.536720e-05	3.809210e-05
4381.9       	8.358340e-04	5.802270e-05	4.216950e-05
4382.86      	8.214910e-04	8.108670e-05	4.928780e-05
4383.81      	8.275600e-04	8.530500e-05	5.785180e-05
4384.76      	8.034150e-04	1.035390e-04	6.777530e-05
4385.71      	8.014810e-04	1.027100e-04	7.383580e-05
4386.67      	7.801010e-04	1.152390e-04	7.821410e-05
4387.62      	7.567600e-04	1.109710e-04	7.944600e-05
4388.57      	7.366920e-04	1.206120e-04	8.068330e-05
4389.52      	7.466120e-04	1.153930e-04	8.013840e-05
4390.48      	7.190280e-04	1.242310e-04	8.035790e-05
4391.43      	7.937290e-04	1.186110e-04	7.930740e-05
4392.38      	8.031250e-04	1.286260e-04	7.916740e-05
4393.33      	9.266810e-04	1.220480e-04	7.781960e-05
4394.29      	9.460100e-04	1.376340e-04	7.759380e-05
4395.24      	1.002470e-03	1.300950e-04	7.582150e-05
4396.19      	9.715890e-04	1.694560e-04	7.542060e-05
4397.14      	9.744100e-04	1.694540e-04	7.335030e-05
4398.1       	9.455500e-04	3.397780e-04	7.445930e-05
4399.05      	1.003800e-03	3.895360e-04	7.332450e-05
4400         	1.023020e-03	1.196070e-03	7.946910e-05
4400.95      	1.115430e-03	1.086520e-03	8.096650e-05
4401.9       	1.157290e-03	2.109370e-03	8.943680e-05
4402.86      	1.132060e-03	1.234650e-03	8.217190e-05
4403.81      	1.195730e-03	1.194100e-03	8.434230e-05
4404.76      	1.187190e-03	9.404340e-04	8.022750e-05
4405.71      	1.279060e-03	1.302860e-03	8.395150e-05
4406.67      	1.250790e-03	9.619070e-04	8.223150e-05
4407.62      	1.519900e-03	1.435470e-03	9.316520e-05
4408.57      	1.229920e-03	9.882350e-04	8.430980e-05
4409.52      	1.523110e-03	2.894220e-03	8.635440e-05
4410.48      	1.234600e-03	1.225130e-03	8.407790e-05
4411.43      	1.411820e-03	2.094090e-03	1.000390e-04
4412.38      	1.562550e-03	1.925160e-03	8.752400e-05
4413.33      	1.669300e-03	4.752340e-03	1.190560e-04
4414.29      	1.714780e-03	1.905400e-03	8.594120e-05
4415.24      	1.799300e-03	4.897750e-03	1.291220e-04
4416.19      	1.876370e-03	1.956420e-03	8.652660e-05
4417.14      	1.862890e-03	5.001330e-03	1.408400e-04
4418.1       	2.007520e-03	3.287100e-03	8.700670e-05
4419.05      	2.063340e-03	6.078660e-03	1.501460e-04
4420         	2.177560e-03	6.083890e-03	8.687080e-05
4420.95      	2.293340e-03	9.095830e-03	1.596870e-04
4421.9       	2.468610e-03	7.581500e-03	8.359620e-05
4422.86      	2.554610e-03	1.482410e-02	1.655040e-04
4423.81      	2.505290e-03	2.159500e-03	8.106920e-05
4424.76      	3.004830e-03	2.239770e-02	1.676970e-04
4425.71      	3.205270e-03	2.500320e-03	7.703000e-05
4426.67      	2.609350e-03	5.600320e-03	1.725380e-04
4427.62      	2.792850e-03	5.136960e-03	7.379800e-05
4428.57      	2.852520e-03	7.015250e-03	1.615950e-04
4429.52      	5.154750e-03	1.710370e-02	6.805040e-05
4430.48      	4.499410e-03	2.464800e-03	1.710230e-04
4431.43      	4.183660e-03	5.438150e-03	6.764970e-05
4432.38      	3.471770e-03	5.526730e-03	1.678820e-04
4433.33      	3.563130e-03	3.488370e-03	6.688440e-05
4434.29      	4.465080e-03	1.031530e-02	1.582110e-04
4435.24      	4.730900e-03	8.401040e-04	6.585040e-05
4436.19      	4.361350e-03	3.418240e-03	1.621800e-04
4437.14      	5.793820e-03	3.131650e-02	6.010060e-05
4438.1       	7.441050e-03	3.298940e-03	1.609340e-04
4439.05      	8.766030e-03	4.802610e-03	6.386080e-05
4440         	8.621390e-03	2.580210e-03	1.503130e-04
4440.95      	8.292670e-03	2.752250e-04	6.402270e-05
4441.9       	7.509140e-03	2.810150e-03	1.489640e-04
4442.86      	6.227580e-03	8.984380e-04	6.316200e-05
4443.81      	4.994110e-03	2.570430e-03	1.391390e-04
4444.76      	6.337260e-03	2.686800e-02	6.141220e-05
4445.71      	4.951670e-03	2.456870e-03	1.358790e-04
4446.67      	3.503670e-03	1.553350e-04	6.207990e-05
4447.62      	3.158010e-03	2.113900e-03	1.274470e-04
4448.57      	2.809170e-03	1.600860e-04	5.854170e-05
4449.52      	2.472830e-03	2.126670e-03	1.231680e-04
4450.48      	2.370560e-03	1.621730e-04	5.689980e-05
4451.43      	2.244690e-03	1.876920e-03	1.161360e-04
4452.38      	2.094550e-03	1.697670e-04	5.496680e-05
4453.33      	1.917620e-03	1.832170e-03	1.110030e-04
4454.29      	1.885250e-03	4.901370e-04	5.338250e-05
4455.24      	1.676750e-03	1.878280e-03	1.050170e-04
4456.19      	3.085800e-03	5.223510e-02	5.460410e-05
4457.14      	2.373910e-03	1.588870e-03	9.983790e-05
4458.1       	1.840460e-03	1.299000e-04	5.034860e-05
4459.05      	1.992050e-03	1.478940e-03	9.435390e-05
4460         	1.960770e-03	1.121830e-04	4.749910e-05
4460.95      	1.836520e-03	1.401540e-03	8.985930e-05
4461.9       	1.723770e-03	1.347420e-04	4.614670e-05
4462.86      	1.651990e-03	1.452840e-03	8.531240e-05
4463.81      	2.179360e-03	2.242920e-02	4.502000e-05
4464.76      	1.740870e-03	1.246960e-03	8.076360e-05
4465.71      	1.493730e-03	1.017440e-04	4.291700e-05
4466.67      	1.389390e-03	1.175730e-03	7.708890e-05
4467.62      	1.354590e-03	1.338540e-04	4.146080e-05
4468.57      	1.369410e-03	1.282560e-03	7.304490e-05
4469.52      	2.347330e-03	2.083670e-02	4.071740e-05
4470.48      	2.106480e-03	1.237870e-03	6.973120e-05
4471.43      	1.495390e-03	7.045110e-03	3.838180e-05
4472.38      	1.691350e-03	1.007750e-03	6.727300e-05
4473.33      	1.570040e-03	1.233790e-03	3.790360e-05
4474.29      	1.363840e-03	9.520200e-04	6.422130e-05
4475.24      	2.068090e-03	1.074280e-02	3.779020e-05
4476.19      	1.685700e-03	1.119070e-03	6.098510e-05
4477.14      	3.426310e-03	2.749220e-02	4.677280e-05
4478.1       	3.376670e-03	8.374970e-04	5.818390e-05
4479.05      	2.214000e-03	7.727480e-05	3.616580e-05
4480         	2.408970e-03	7.616380e-04	5.415460e-05
4480.95      	2.344190e-03	1.176440e-04	3.150740e-05
4481.9       	2.072270e-03	7.113190e-04	5.127660e-05
4482.86      	1.992690e-03	4.384410e-04	3.059510e-05
4483.81      	1.774260e-03	6.682550e-04	4.851870e-05
4484.76      	1.759620e-03	1.398030e-03	2.983430e-05
4485.71      	1.606220e-03	5.886290e-04	4.601710e-05
4486.67      	1.538000e-03	1.458630e-04	2.797740e-05
4487.62      	1.504650e-03	5.512000e-04	4.315360e-05
4488.57      	1.549670e-03	9.782760e-04	2.828890e-05
4489.52      	1.544840e-03	4.785270e-04	4.071850e-05
4490.48      	1.523520e-03	6.147360e-04	2.670480e-05
4491.43      	1.418050e-03	6.633850e-04	3.838840e-05
4492.38      	1.945420e-03	2.464450e-02	2.716850e-05
4493.33      	1.678120e-03	3.107670e-04	3.446220e-05
4494.29      	1.351080e-03	2.040210e-04	2.415930e-05
4495.24      	1.222300e-03	2.463090e-04	3.165380e-05
4496.19      	1.229900e-03	4.702880e-05	2.266900e-05
4497.14      	1.049680e-03	1.856360e-04	2.885860e-05
4498.1       	1.084470e-03	6.117380e-05	2.179310e-05
4499.05      	1.030870e-03	1.983930e-04	2.593680e-05
4500         	1.134570e-03	1.053880e-03	2.108310e-05
4500.95      	1.067050e-03	2.547550e-04	2.362560e-05
4501.9       	1.357700e-03	5.699980e-03	2.176450e-05
4502.86      	1.336610e-03	2.199670e-04	2.298680e-05
4503.81      	1.354140e-03	4.182640e-03	2.028780e-05
4504.76      	1.404080e-03	9.384220e-05	2.104940e-05
4505.71      	1.318630e-03	4.530570e-03	1.982830e-05
4506.67      	1.259760e-03	9.558150e-04	2.084490e-05
4507.62      	1.317110e-03	6.351410e-03	2.129860e-05
4508.57      	1.272590e-03	5.153510e-05	2.085740e-05
4509.52      	1.045600e-03	1.003890e-04	1.956550e-05
4510.48      	8.189610e-04	7.317030e-05	1.970750e-05
4511.43      	7.940980e-04	3.635190e-04	1.945760e-05
4512.38      	7.531500e-04	1.211900e-04	1.962110e-05
4513.33      	9.091850e-04	4.526180e-03	2.011060e-05
4514.29      	9.963440e-04	1.390060e-04	2.014040e-05
4515.24      	9.169040e-04	4.067800e-03	2.102070e-05
4516.19      	9.895670e-04	1.290250e-04	2.063480e-05
4517.14      	8.564400e-04	2.901980e-04	2.032030e-05
4518.1       	8.329540e-04	1.304460e-04	2.030630e-05
4519.05      	8.618470e-04	1.109040e-03	2.037640e-05
4520         	9.748330e-04	4.671780e-04	1.992880e-05
4520.95      	1.540820e-03	1.490430e-02	2.129150e-05
4521.9       	1.693680e-03	1.820180e-04	2.033120e-05
4522.86      	1.341630e-03	1.123590e-02	2.054040e-05
4523.81      	1.281280e-03	1.921340e-04	2.065860e-05
4524.76      	2.512170e-03	1.378670e-02	2.100080e-05
4525.71      	2.244950e-03	7.553510e-04	2.115890e-05
4526.67      	1.983700e-03	1.080810e-02	2.129400e-05
4527.62      	2.037940e-03	2.975910e-04	2.148930e-05
4528.57      	1.922910e-03	3.108880e-03	2.089850e-05
4529.52      	1.876490e-03	4.270720e-04	2.301270e-05
4530.48      	1.693150e-03	2.135930e-03	2.526850e-05
4531.43      	1.721990e-03	7.569130e-04	2.913330e-05
4532.38      	1.484970e-03	2.424040e-03	3.476740e-05
4533.33      	1.581350e-03	1.329300e-03	3.874610e-05
4534.29      	2.557870e-03	2.807860e-02	4.603230e-05
4535.24      	2.397250e-03	1.345640e-03	3.952680e-05
4536.19      	1.821130e-03	2.227900e-03	4.467550e-05
4537.14      	1.767400e-03	4.644030e-03	4.082270e-05
4538.1       	2.491200e-03	1.261860e-02	4.966640e-05
4539.05      	2.492070e-03	1.162000e-03	4.271450e-05
4540         	1.730270e-03	2.012950e-03	4.594440e-05
4540.95      	1.653570e-03	2.163880e-03	4.749110e-05
4541.9       	1.646110e-03	4.277950e-03	4.546670e-05
4542.86      	1.584050e-03	2.340960e-03	5.056330e-05
4543.81      	1.573420e-03	3.731650e-03	4.412210e-05
4544.76      	1.589400e-03	2.363470e-03	5.081680e-05
4545.71      	1.589310e-03	3.197440e-03	4.153700e-05
4546.67      	1.867470e-03	1.563110e-02	5.380790e-05
4547.62      	1.893660e-03	5.423230e-03	3.837950e-05
4548.57      	2.019870e-03	1.756010e-02	5.054230e-05
4549.52      	1.997390e-03	3.207670e-03	3.631410e-05
4550.48      	1.978170e-03	2.993930e-03	4.661190e-05
4551.43      	1.840230e-03	5.478630e-03	3.461830e-05
4552.38      	2.556950e-03	3.073970e-02	4.738850e-05
4553.33      	2.671650e-03	6.314280e-03	3.218700e-05
4554.29      	2.330130e-03	4.338080e-03	4.396490e-05
4555.24      	2.152700e-03	4.365960e-03	3.173040e-05
4556.19      	2.002180e-03	4.948360e-03	4.515110e-05
4557.14      	2.245340e-03	5.859540e-03	3.147860e-05
4558.1       	2.256060e-03	2.834650e-03	5.068720e-05
4559.05      	1.924160e-03	8.834400e-03	3.145720e-05
4560         	2.035990e-03	6.114750e-03	6.330640e-05
4560.95      	1.907050e-03	2.453380e-03	3.227970e-05
4561.9       	3.950060e-03	2.042500e-02	6.420570e-05
4562.86      	5.355710e-03	1.161160e-02	3.229690e-05
4563.81      	5.438940e-03	1.147110e-02	7.373710e-05
4564.76      	3.383230e-03	3.069400e-04	3.635610e-05
4565.71      	2.358370e-03	1.949620e-03	7.943430e-05
4566.67      	2.699840e-03	1.854430e-03	3.951330e-05
4567.62      	2.846780e-03	5.174850e-03	8.676220e-05
4568.57      	2.458460e-03	8.505170e-04	4.111580e-05
4569.52      	2.289770e-03	1.917570e-03	8.601600e-05
4570.48      	2.215850e-03	4.009370e-04	4.234610e-05
4571.43      	2.134860e-03	2.846130e-03	9.598870e-05
4572.38      	2.115860e-03	2.989090e-04	4.340580e-05
4573.33      	1.957170e-03	2.079300e-03	8.845960e-05
4574.29      	3.142820e-03	2.327410e-02	4.333020e-05
4575.24      	2.628760e-03	2.844880e-03	9.726290e-05
4576.19      	1.996670e-03	1.038580e-03	4.394210e-05
4577.14      	1.884990e-03	1.739040e-03	8.566210e-05
4578.1       	1.742030e-03	4.923080e-04	4.256610e-05
4579.05      	1.686900e-03	2.685190e-03	9.318680e-05
4580         	1.668450e-03	8.327870e-04	4.240900e-05
4580.95      	1.548750e-03	1.792380e-03	8.228280e-05
4581.9       	2.719070e-03	2.671100e-02	4.386940e-05
4582.86      	2.590410e-03	4.636160e-03	8.714070e-05
4583.81      	1.740020e-03	1.646210e-04	4.127570e-05
4584.76      	1.705820e-03	1.567580e-03	7.721970e-05
4585.71      	1.532680e-03	1.459030e-04	3.831170e-05
4586.67      	1.562660e-03	2.004440e-03	7.838600e-05
4587.62      	1.646830e-03	6.475470e-04	3.773130e-05
4588.57      	1.602740e-03	3.628300e-03	7.069190e-05
4589.52      	3.652790e-03	4.579170e-02	4.092850e-05
4590.48      	3.146450e-03	1.655930e-03	6.978450e-05
4591.43      	1.693000e-03	1.904090e-04	3.700900e-05
4592.38      	1.833160e-03	1.352320e-03	6.375310e-05
4593.33      	1.760530e-03	4.765200e-04	3.199110e-05
4594.29      	1.541620e-03	1.361750e-03	6.135860e-05
4595.24      	1.312070e-03	1.775150e-04	3.010810e-05
4596.19      	1.125820e-03	1.219250e-03	5.803590e-05
4597.14      	1.194480e-03	4.282200e-04	2.870210e-05
4598.1       	1.105280e-03	1.246400e-03	5.498410e-05
4599.05      	2.313760e-03	1.540420e-02	2.919280e-05
4600         	1.881090e-03	1.073500e-03	5.181660e-05
4600.95      	1.348810e-03	7.867440e-05	2.644280e-05
4601.9       	1.284330e-03	1.006690e-03	4.938400e-05
4602.86      	1.222620e-03	6.847810e-05	2.459650e-05
4603.81      	1.123860e-03	9.484520e-04	4.670140e-05
4604.76      	1.090650e-03	6.270330e-05	2.366740e-05
4605.71      	1.010500e-03	8.969520e-04	4.494150e-05
4606.67      	1.136590e-03	5.760490e-05	2.250660e-05
4607.62      	1.044230e-03	8.462550e-04	4.311800e-05
4608.57      	9.781230e-04	5.629020e-05	2.214910e-05
4609.52      	9.578240e-04	7.981090e-04	4.119280e-05
4610.48      	1.046200e-03	7.773150e-05	2.126560e-05
4611.43      	1.061300e-03	8.119640e-04	3.967840e-05
4612.38      	1.240390e-03	2.729830e-03	2.045720e-05
4613.33      	1.269030e-03	1.004990e-03	3.850460e-05
4614.29      	1.435090e-03	7.071330e-03	2.115230e-05
4615.24      	1.435420e-03	6.671020e-04	3.691060e-05
4616.19      	1.365970e-03	2.924340e-03	1.964010e-05
4617.14      	1.261970e-03	6.414080e-04	3.484320e-05
4618.1       	1.214210e-03	5.045040e-03	1.923030e-05
4619.05      	1.221180e-03	6.980630e-04	3.331700e-05
4620         	2.731190e-03	1.617260e-02	2.222580e-05
4620.95      	2.384710e-03	5.311090e-04	3.179500e-05
4621.9       	1.605450e-03	2.857710e-04	2.051620e-05
4622.86      	1.387780e-03	5.803540e-04	3.016650e-05
4623.81      	1.717580e-03	1.003540e-02	1.900840e-05
4624.76      	1.642430e-03	2.454680e-03	2.714110e-05
4625.71      	1.524370e-03	4.954900e-03	1.916410e-05
4626.67      	1.592200e-03	4.067330e-04	2.618440e-05
4627.62      	1.720470e-03	9.079550e-03	1.963100e-05
4628.57      	1.405870e-03	7.904390e-04	2.493320e-05
4629.52      	2.336990e-03	1.245760e-02	2.226320e-05
4630.48      	2.712160e-03	3.941410e-03	2.687270e-05
4631.43      	1.802390e-03	1.351440e-03	2.480020e-05
4632.38      	1.625100e-03	9.514910e-04	2.769000e-05
4633.33      	1.550350e-03	1.167520e-03	3.457700e-05
4634.29      	1.433220e-03	2.489210e-03	3.482520e-05
4635.24      	1.474230e-03	2.993560e-03	5.044740e-05
4636.19      	3.182740e-03	2.411090e-02	4.632470e-05
4637.14      	2.995770e-03	4.059450e-03	4.051200e-05
4638.1       	2.117290e-03	5.434030e-03	4.464850e-05
4639.05      	2.668340e-03	2.866750e-02	4.589010e-05
4640         	2.464570e-03	2.823810e-03	4.399600e-05
4640.95      	3.696490e-03	2.755480e-02	5.046460e-05
4641.9       	3.036000e-03	1.207000e-03	4.787020e-05
4642.86      	2.267080e-03	1.375760e-03	4.975090e-05
4643.81      	2.325790e-03	3.605070e-03	7.929990e-05
4644.76      	2.419510e-03	3.526700e-03	4.899540e-05
4645.71      	2.083130e-03	1.175820e-03	5.597720e-05
4646.67      	4.787550e-03	4.705180e-02	5.395200e-05
4647.62      	3.537860e-03	2.172410e-03	6.910510e-05
4648.57      	2.997130e-03	1.678610e-03	5.525870e-05
4649.52      	2.404570e-03	7.040900e-03	1.056270e-04
4650.48      	2.192410e-03	9.942700e-04	5.220730e-05
4651.43      	2.141550e-03	1.094540e-03	6.560940e-05
4652.38      	2.350890e-03	2.183350e-03	4.963810e-05
4653.33      	2.291580e-03	2.801230e-03	8.022720e-05
4654.29      	2.271380e-03	1.202620e-03	4.832930e-05
4655.24      	2.152000e-03	5.325230e-03	1.086730e-04
4656.19      	2.026720e-03	1.245600e-03	4.713690e-05
4657.14      	1.868990e-03	2.232960e-03	8.445900e-05
4658.1       	1.889010e-03	1.663500e-03	4.552930e-05
4659.05      	1.989400e-03	6.389640e-03	1.172170e-04
4660         	1.993200e-03	1.938710e-03	4.496950e-05
4660.95      	1.958300e-03	3.689970e-03	7.832850e-05
4661.9       	1.897820e-03	1.539610e-03	4.134270e-05
4662.86      	1.995890e-03	6.025940e-03	1.011330e-04
4663.81      	2.111330e-03	4.899400e-03	4.012590e-05
4664.76      	1.990100e-03	3.665480e-03	8.492400e-05
4665.71      	1.999590e-03	2.612410e-03	3.776620e-05
4666.67      	1.970270e-03	4.560350e-03	1.018340e-04
4667.62      	1.692610e-03	1.664910e-03	3.641340e-05
4668.57      	1.455080e-03	3.583540e-03	7.849110e-05
4669.52      	1.614960e-03	2.973890e-03	3.252730e-05
4670.48      	1.793080e-03	3.828030e-03	8.879970e-05
4671.43      	1.487360e-03	5.224050e-04	3.176740e-05
4672.38      	1.069270e-03	8.509970e-04	7.185930e-05
4673.33      	1.060030e-03	4.055590e-04	2.972550e-05
4674.29      	1.242690e-03	2.008220e-03	7.653180e-05
4675.24      	2.402370e-03	2.455570e-02	3.145570e-05
4676.19      	3.430720e-03	4.206830e-03	6.142150e-05
4677.14      	2.506410e-03	6.100060e-03	2.988010e-05
4678.1       	6.169680e-03	2.919270e-02	6.365190e-05
4679.05      	7.368290e-03	2.902440e-03	2.705410e-05
4680         	7.901010e-03	1.049620e-02	5.757390e-05
4680.95      	6.362370e-03	4.375890e-03	2.522430e-05
4681.9       	5.625300e-03	9.528460e-03	6.234990e-05
4682.86      	4.410850e-03	3.090510e-03	2.903780e-05
4683.81      	3.449950e-03	1.238840e-03	6.295300e-05
4684.76      	3.161190e-03	7.180910e-04	3.033400e-05
4685.71      	3.022550e-03	1.358800e-03	6.393220e-05
4686.67      	2.705540e-03	5.076220e-04	3.185790e-05
4687.62      	2.452600e-03	1.326980e-03	6.395790e-05
4688.57      	2.488280e-03	2.224050e-03	3.295590e-05
4689.52      	2.253240e-03	1.233710e-03	6.153230e-05
4690.48      	2.074930e-03	4.748990e-04	3.136740e-05
4691.43      	1.978730e-03	1.156080e-03	5.913080e-05
4692.38      	2.002040e-03	2.670020e-04	3.031060e-05
4693.33      	1.900060e-03	1.122220e-03	5.686560e-05
4694.29      	1.863930e-03	3.496170e-04	2.913020e-05
4695.24      	1.835130e-03	1.176580e-03	5.510340e-05
4696.19      	2.029290e-03	1.615240e-03	2.976700e-05
4697.14      	2.052410e-03	1.106250e-03	5.323100e-05
4698.1       	2.018870e-03	4.957790e-04	2.746120e-05
4699.05      	2.112640e-03	1.434650e-03	5.059220e-05
4700         	2.068220e-03	6.077650e-04	2.595590e-05
4700.95      	1.767720e-03	1.082070e-03	4.810210e-05
4701.9       	1.690160e-03	5.249710e-04	2.462180e-05
4702.86      	1.659460e-03	1.105320e-03	4.553930e-05
4703.81      	1.660590e-03	4.940350e-04	2.368410e-05
4704.76      	1.550140e-03	9.559260e-04	4.299700e-05
4705.71      	1.480730e-03	2.892810e-04	2.210630e-05
4706.67      	1.382350e-03	8.385330e-04	4.052290e-05
4707.62      	1.189530e-03	3.443030e-04	2.145460e-05
4708.57      	1.003120e-03	7.521890e-04	3.803700e-05
4709.52      	9.756460e-04	2.237460e-04	2.034960e-05
4710.48      	9.271890e-04	6.519130e-04	3.563700e-05
4711.43      	9.373390e-04	2.314430e-04	1.940050e-05
4712.38      	8.986480e-04	5.821240e-04	3.356950e-05
4713.33      	8.885080e-04	1.932240e-04	1.878620e-05
4714.29      	8.610820e-04	5.087100e-04	3.129010e-05
4715.24      	8.502350e-04	1.885040e-04	1.811080e-05
4716.19      	8.318960e-04	4.477400e-04	2.934440e-05
4717.14      	8.318270e-04	1.530600e-04	1.726810e-05
4718.1       	8.358060e-04	3.918070e-04	2.727580e-05
4719.05      	8.627610e-04	1.196950e-04	1.675240e-05
4720         	9.135430e-04	3.441590e-04	2.549630e-05
4720.95      	9.709240e-04	9.041020e-05	1.604720e-05
4721.9       	9.985010e-04	3.006350e-04	2.395170e-05
4722.86      	9.698480e-04	6.987610e-05	1.535900e-05
4723.81      	9.126710e-04	2.630120e-04	2.219600e-05
4724.76      	8.530200e-04	5.659760e-05	1.479860e-05
4725.71      	7.915460e-04	2.302960e-04	2.067890e-05
4726.67      	7.650690e-04	4.785540e-05	1.413100e-05
4727.62      	7.352900e-04	2.014190e-04	1.943890e-05
4728.57      	7.298940e-04	4.233680e-05	1.372180e-05
4729.52      	7.061990e-04	1.749710e-04	1.797950e-05
4730.48      	6.686430e-04	3.966260e-05	1.330250e-05
4731.43      	6.190030e-04	1.532800e-04	1.674600e-05
4732.38      	5.795920e-04	4.005770e-05	1.254700e-05
4733.33      	5.669900e-04	1.377470e-04	1.583860e-05
4734.29      	5.561520e-04	4.757490e-05	1.241540e-05
4735.24      	5.372190e-04	1.325370e-04	1.518220e-05
4736.19      	5.519070e-04	7.520650e-05	1.322340e-05
4737.14      	5.463120e-04	1.600390e-04	1.588370e-05
4738.1       	5.402490e-04	1.774100e-04	1.565670e-05
4739.05      	5.439440e-04	3.030410e-04	1.907820e-05
4740         	6.027160e-04	5.217420e-04	2.168400e-05
4740.95      	5.999470e-04	6.902410e-04	2.762820e-05
4741.9       	6.520400e-04	9.526720e-04	2.969170e-05
4742.86      	6.012880e-04	1.452320e-03	4.069440e-05
4743.81      	5.810220e-04	6.091420e-04	2.845260e-05
4744.76      	6.075470e-04	1.713160e-03	4.456650e-05
4745.71      	5.843480e-04	5.232580e-04	3.011690e-05
4746.67      	6.196450e-04	2.217330e-03	5.069110e-05
