# Residuals  
# Time       	p_rgh        	k            	epsilon      
0.11976      	1.000000e+00	1.000000e+00	3.747790e-02
0.262784     	2.984710e-01	2.517180e-01	3.915170e-03
0.432932     	1.617850e-01	1.333050e-01	1.029120e-02
0.636756     	1.084780e-01	8.879990e-02	1.664770e-02
0.878796     	9.051890e-02	6.603520e-02	2.156990e-02
1.16851      	8.241710e-02	5.391520e-02	2.601030e-02
1.5109       	7.579820e-02	4.687250e-02	2.927930e-02
1.91284      	7.100180e-02	4.310670e-02	2.956770e-02
2.38882      	6.775730e-02	4.181220e-02	2.846650e-02
2.95692      	6.729880e-02	4.207030e-02	2.653090e-02
3.61242      	6.531040e-02	4.226610e-02	2.339600e-02
4.39278      	6.572890e-02	4.398120e-02	2.125430e-02
5.31086      	6.574240e-02	4.578720e-02	1.910440e-02
6.29013      	6.063010e-02	4.523720e-02	1.685520e-02
7.26941      	5.339690e-02	4.338460e-02	1.501350e-02
8.24868      	4.767640e-02	4.189790e-02	1.380360e-02
9.22796      	4.312410e-02	4.067420e-02	1.304130e-02
10.2072      	3.945090e-02	3.960260e-02	1.261310e-02
11.1865      	3.656170e-02	3.867230e-02	1.233310e-02
12.1658      	3.419340e-02	3.786190e-02	1.212940e-02
13.1451      	3.225430e-02	3.709490e-02	1.196080e-02
14.1243      	3.065060e-02	3.640520e-02	1.183890e-02
15.1036      	2.928950e-02	3.577490e-02	1.174570e-02
16.0829      	2.816700e-02	3.516500e-02	1.168610e-02
17.0622      	2.721250e-02	3.457920e-02	1.163070e-02
18.0414      	2.648920e-02	3.402530e-02	1.158030e-02
19.0207      	2.586160e-02	3.349200e-02	1.151110e-02
20           	2.541950e-02	3.296590e-02	1.144040e-02
20.9524      	2.482960e-02	3.180360e-02	1.126040e-02
21.9048      	2.454640e-02	3.131060e-02	1.118980e-02
22.8571      	2.437430e-02	3.081750e-02	1.109350e-02
23.8095      	2.445070e-02	3.032690e-02	1.101180e-02
24.7619      	2.456110e-02	2.982770e-02	1.092250e-02
25.7143      	2.479760e-02	2.932580e-02	1.083050e-02
26.6667      	2.513990e-02	2.882120e-02	1.074090e-02
27.619       	2.551770e-02	2.831000e-02	1.060610e-02
28.5714      	2.692480e-02	2.779570e-02	1.046320e-02
29.5238      	2.837690e-02	2.727600e-02	1.032030e-02
30.4762      	2.858730e-02	2.675080e-02	1.017700e-02
31.4286      	2.881870e-02	2.621820e-02	1.001760e-02
32.381       	2.914210e-02	2.568420e-02	9.855060e-03
33.3333      	2.943960e-02	2.515550e-02	9.713250e-03
34.2857      	2.961070e-02	2.463010e-02	9.554230e-03
35.2381      	2.974880e-02	2.411160e-02	9.423230e-03
36.1905      	2.987920e-02	2.360100e-02	9.279400e-03
37.1429      	2.993890e-02	2.310170e-02	9.130320e-03
38.0952      	2.986160e-02	2.261190e-02	8.985010e-03
39.0476      	2.967580e-02	2.213180e-02	8.813450e-03
40           	2.956480e-02	2.166150e-02	8.644200e-03
40.9524      	2.947430e-02	2.120510e-02	8.471690e-03
41.9048      	2.882200e-02	2.076310e-02	8.314470e-03
42.8571      	2.801670e-02	2.033610e-02	8.129990e-03
43.8095      	2.709870e-02	1.992360e-02	7.973790e-03
44.7619      	2.611890e-02	1.952510e-02	7.807900e-03
45.7143      	2.506800e-02	1.914200e-02	7.640130e-03
46.6667      	2.394220e-02	1.877540e-02	7.484600e-03
47.619       	2.275800e-02	1.842210e-02	7.320110e-03
48.5714      	2.154310e-02	1.808630e-02	7.165040e-03
49.5238      	2.031550e-02	1.776530e-02	7.024430e-03
50.4762      	1.962120e-02	1.745930e-02	6.876110e-03
51.4286      	1.832390e-02	1.716720e-02	6.731030e-03
52.381       	1.702180e-02	1.689020e-02	6.586910e-03
53.3333      	1.572030e-02	1.662700e-02	6.443490e-03
54.2857      	1.444990e-02	1.637710e-02	6.324310e-03
55.2381      	1.329130e-02	1.613900e-02	6.200420e-03
56.1905      	1.256960e-02	1.591010e-02	6.088910e-03
57.1429      	1.201220e-02	1.568930e-02	5.974710e-03
58.0952      	1.186250e-02	1.547630e-02	5.864690e-03
59.0476      	1.218710e-02	1.526940e-02	5.759180e-03
60           	1.240310e-02	1.506860e-02	5.657070e-03
60.9524      	1.253510e-02	1.487290e-02	5.554260e-03
61.9048      	1.283690e-02	1.468200e-02	5.446650e-03
62.8571      	1.316740e-02	1.449510e-02	5.341580e-03
63.8095      	1.392920e-02	1.431250e-02	5.243200e-03
64.7619      	1.582740e-02	1.413350e-02	5.139320e-03
65.7143      	3.525060e-02	1.396220e-02	5.035920e-03
66.6667      	5.359560e-02	1.379540e-02	4.943180e-03
67.619       	5.410360e-02	1.363160e-02	4.849610e-03
68.5714      	5.109530e-02	1.347100e-02	4.760710e-03
69.5238      	4.746090e-02	1.331340e-02	4.670560e-03
70.4762      	4.399860e-02	1.315970e-02	4.585490e-03
71.4286      	4.077510e-02	1.300920e-02	4.500200e-03
72.381       	3.787420e-02	1.286070e-02	4.419290e-03
73.3333      	3.521150e-02	1.271460e-02	4.339180e-03
74.2857      	3.260260e-02	1.257090e-02	4.261090e-03
75.2381      	3.029760e-02	1.243040e-02	4.182610e-03
76.1905      	2.823070e-02	1.229010e-02	4.102940e-03
77.1429      	2.680830e-02	1.215190e-02	4.021190e-03
78.0952      	2.600610e-02	1.201670e-02	3.937530e-03
79.0476      	2.539440e-02	1.188480e-02	3.864770e-03
80           	2.483140e-02	1.175680e-02	3.788940e-03
80.9524      	2.436710e-02	1.163390e-02	3.718180e-03
81.9048      	2.403760e-02	1.151230e-02	3.646670e-03
82.8571      	3.519040e-02	1.139690e-02	3.576460e-03
83.8095      	4.903910e-02	1.128110e-02	3.506600e-03
84.7619      	5.026340e-02	1.116540e-02	3.437850e-03
85.7143      	5.135860e-02	1.104480e-02	3.369840e-03
86.6667      	5.203440e-02	1.092600e-02	3.302110e-03
87.619       	5.055510e-02	1.080660e-02	3.234740e-03
88.5714      	4.747460e-02	1.068810e-02	3.168810e-03
89.5238      	4.442650e-02	1.057120e-02	3.103180e-03
90.4762      	4.158780e-02	1.045470e-02	3.040250e-03
91.4286      	3.892990e-02	1.033840e-02	2.977890e-03
92.381       	3.641080e-02	1.022340e-02	2.917180e-03
93.3333      	3.408150e-02	1.010930e-02	2.857140e-03
94.2857      	3.199400e-02	9.996760e-03	2.798010e-03
95.2381      	2.991750e-02	9.883740e-03	2.740040e-03
96.1905      	2.826060e-02	9.772290e-03	2.683640e-03
97.1429      	2.729350e-02	9.662090e-03	2.628460e-03
98.0952      	2.670070e-02	9.553460e-03	2.574590e-03
99.0476      	2.611590e-02	9.446130e-03	2.521360e-03
100          	2.562700e-02	9.339360e-03	2.469480e-03
100.952      	2.776720e-02	9.234960e-03	2.418320e-03
101.905      	4.382640e-02	9.135210e-03	2.367910e-03
102.857      	4.589930e-02	9.032440e-03	2.319090e-03
103.81       	4.707300e-02	8.928720e-03	2.270740e-03
104.762      	4.791450e-02	8.825050e-03	2.223730e-03
105.714      	4.840130e-02	8.721260e-03	2.177640e-03
106.667      	4.736400e-02	8.618430e-03	2.132510e-03
107.619      	4.491610e-02	8.516860e-03	2.087490e-03
108.571      	4.228520e-02	8.415270e-03	2.043760e-03
109.524      	3.986670e-02	8.316370e-03	2.001360e-03
110.476      	3.764220e-02	8.215530e-03	1.959720e-03
111.429      	3.554600e-02	8.116140e-03	1.918260e-03
112.381      	3.356610e-02	8.017910e-03	1.878200e-03
113.333      	3.180940e-02	7.920640e-03	1.838650e-03
114.286      	3.010710e-02	7.823970e-03	1.799940e-03
115.238      	2.863940e-02	7.728320e-03	1.761930e-03
116.19       	2.743070e-02	7.633470e-03	1.724460e-03
117.143      	2.681190e-02	7.539760e-03	1.687480e-03
118.095      	2.642020e-02	7.447280e-03	1.651310e-03
119.048      	2.605950e-02	7.355450e-03	1.615770e-03
120          	2.732400e-02	7.265300e-03	1.581570e-03
120.952      	4.122770e-02	7.179720e-03	1.552030e-03
121.905      	4.285400e-02	7.091980e-03	1.525370e-03
122.857      	4.345200e-02	7.003970e-03	1.511080e-03
123.81       	4.403530e-02	6.915740e-03	1.474960e-03
124.762      	4.448060e-02	6.827630e-03	1.441660e-03
125.714      	4.453330e-02	6.740600e-03	1.407780e-03
126.667      	4.311390e-02	6.652850e-03	1.380380e-03
127.619      	4.090220e-02	6.565260e-03	1.354270e-03
128.571      	3.868050e-02	6.478120e-03	1.325230e-03
129.524      	3.652290e-02	6.391470e-03	1.294180e-03
130.476      	3.460440e-02	6.305780e-03	1.260910e-03
131.429      	3.296250e-02	6.220710e-03	1.232000e-03
132.381      	3.154570e-02	6.136740e-03	1.209090e-03
133.333      	3.020140e-02	6.053100e-03	1.184210e-03
134.286      	2.895390e-02	5.970540e-03	1.155810e-03
135.238      	2.789500e-02	5.888420e-03	1.126710e-03
136.19       	2.717750e-02	5.806780e-03	1.098600e-03
137.143      	2.687290e-02	5.725830e-03	1.077140e-03
138.095      	2.668850e-02	5.645060e-03	1.048930e-03
139.048      	2.656610e-02	5.565110e-03	1.021900e-03
140          	3.104300e-02	5.487280e-03	1.000300e-03
140.952      	4.010640e-02	5.410990e-03	9.742450e-04
141.905      	4.092560e-02	5.333020e-03	9.518660e-04
142.857      	4.134820e-02	5.254730e-03	9.319570e-04
143.81       	4.151570e-02	5.176470e-03	9.129990e-04
144.762      	4.156980e-02	5.098520e-03	8.942750e-04
145.714      	4.136460e-02	5.021180e-03	8.761300e-04
146.667      	4.010210e-02	4.944360e-03	8.585340e-04
147.619      	3.811370e-02	4.867990e-03	8.410490e-04
148.571      	3.612990e-02	4.792360e-03	8.237450e-04
149.524      	3.429710e-02	4.717500e-03	8.067470e-04
150.476      	3.265920e-02	4.643310e-03	7.900550e-04
151.429      	3.098090e-02	4.569920e-03	7.734940e-04
152.381      	2.971850e-02	4.497610e-03	7.581570e-04
153.333      	2.877170e-02	4.426240e-03	7.428190e-04
154.286      	2.792500e-02	4.355740e-03	7.279870e-04
155.238      	2.717500e-02	4.286060e-03	7.131890e-04
156.19       	2.659490e-02	4.217180e-03	6.984170e-04
157.143      	2.692580e-02	4.149120e-03	6.838400e-04
158.095      	2.694660e-02	4.081600e-03	6.695670e-04
159.048      	2.705370e-02	4.014890e-03	6.552660e-04
160          	3.048600e-02	3.950860e-03	6.442870e-04
160.952      	3.737990e-02	3.887620e-03	6.339580e-04
161.905      	3.817360e-02	3.823390e-03	6.212530e-04
162.857      	3.864890e-02	3.758680e-03	6.095280e-04
163.81       	3.896620e-02	3.694560e-03	6.037080e-04
164.762      	3.894530e-02	3.630190e-03	5.940580e-04
165.714      	3.872420e-02	3.565860e-03	5.787320e-04
166.667      	3.776470e-02	3.502030e-03	5.674150e-04
167.619      	3.619520e-02	3.438620e-03	5.559820e-04
168.571      	3.454140e-02	3.376420e-03	5.453680e-04
169.524      	3.285020e-02	3.314790e-03	5.313300e-04
170.476      	3.123280e-02	3.254090e-03	5.212830e-04
171.429      	2.981790e-02	3.194510e-03	5.055280e-04
172.381      	2.846140e-02	3.135660e-03	4.958210e-04
173.333      	2.731800e-02	3.078240e-03	4.850010e-04
174.286      	2.686250e-02	3.020660e-03	4.696970e-04
175.238      	2.648770e-02	2.965680e-03	4.591210e-04
176.19       	2.606950e-02	2.911020e-03	4.473420e-04
177.143      	2.587440e-02	2.858220e-03	4.371110e-04
178.095      	2.666380e-02	2.806300e-03	4.280500e-04
179.048      	2.738490e-02	2.755520e-03	4.194320e-04
180          	2.838200e-02	2.706000e-03	4.113410e-04
180.952      	3.461710e-02	2.659310e-03	4.043940e-04
181.905      	3.579200e-02	2.612160e-03	3.956700e-04
182.857      	3.611140e-02	2.564330e-03	3.868420e-04
183.81       	3.628110e-02	2.517470e-03	3.784110e-04
184.762      	3.621770e-02	2.470750e-03	3.707290e-04
185.714      	3.586770e-02	2.425790e-03	3.645040e-04
186.667      	3.525990e-02	2.382130e-03	3.587040e-04
187.619      	3.431190e-02	2.339020e-03	3.529330e-04
188.571      	3.302540e-02	2.296230e-03	3.465760e-04
189.524      	3.170500e-02	2.254570e-03	3.399530e-04
190.476      	3.029930e-02	2.212950e-03	3.337880e-04
191.429      	2.901810e-02	2.173150e-03	3.275600e-04
192.381      	2.772130e-02	2.134560e-03	3.213030e-04
193.333      	2.662050e-02	2.096990e-03	3.160930e-04
194.286      	2.553400e-02	2.060160e-03	3.115310e-04
195.238      	2.560060e-02	2.024240e-03	3.069100e-04
196.19       	2.545680e-02	1.989220e-03	3.025280e-04
197.143      	2.544400e-02	1.954950e-03	2.966900e-04
198.095      	2.551100e-02	1.921280e-03	2.904700e-04
199.048      	2.730690e-02	1.889100e-03	2.851740e-04
200          	2.828490e-02	1.857000e-03	2.798280e-04
200.952      	2.967400e-02	1.825910e-03	2.745340e-04
201.905      	3.240480e-02	1.796070e-03	2.722510e-04
202.857      	3.337230e-02	1.766430e-03	2.685020e-04
203.81       	3.376900e-02	1.736490e-03	2.630590e-04
204.762      	3.385950e-02	1.707740e-03	2.601510e-04
205.714      	3.360870e-02	1.678740e-03	2.550980e-04
206.667      	3.309680e-02	1.650870e-03	2.510800e-04
207.619      	3.243130e-02	1.623180e-03	2.471610e-04
208.571      	3.151430e-02	1.596380e-03	2.425970e-04
209.524      	3.044220e-02	1.569730e-03	2.384770e-04
210.476      	2.932170e-02	1.544030e-03	2.343680e-04
211.429      	2.821510e-02	1.518750e-03	2.310230e-04
212.381      	2.704680e-02	1.494430e-03	2.304950e-04
213.333      	2.599440e-02	1.470230e-03	2.233010e-04
214.286      	2.496780e-02	1.446760e-03	2.184930e-04
215.238      	2.419650e-02	1.423740e-03	2.145550e-04
216.19       	2.434080e-02	1.401320e-03	2.110290e-04
217.143      	2.466430e-02	1.379340e-03	2.080650e-04
218.095      	2.486710e-02	1.357750e-03	2.053440e-04
219.048      	2.527310e-02	1.336630e-03	2.024200e-04
220          	2.785110e-02	1.316500e-03	1.997480e-04
220.952      	2.893860e-02	1.297200e-03	1.975040e-04
221.905      	2.984440e-02	1.278120e-03	1.953880e-04
222.857      	3.043820e-02	1.258900e-03	1.934790e-04
223.81       	3.097590e-02	1.239920e-03	1.917160e-04
224.762      	3.118730e-02	1.221140e-03	1.900280e-04
225.714      	3.119690e-02	1.202710e-03	1.881480e-04
226.667      	3.096890e-02	1.184680e-03	1.864860e-04
227.619      	3.045820e-02	1.167080e-03	1.849070e-04
228.571      	2.985990e-02	1.149890e-03	1.836500e-04
229.524      	2.911560e-02	1.132870e-03	1.820340e-04
230.476      	2.830680e-02	1.115870e-03	1.806800e-04
231.429      	2.747280e-02	1.098930e-03	1.792890e-04
232.381      	2.657530e-02	1.082620e-03	1.780830e-04
233.333      	2.566750e-02	1.066680e-03	1.770050e-04
234.286      	2.478920e-02	1.051150e-03	1.758970e-04
235.238      	2.394120e-02	1.035880e-03	1.748950e-04
236.19       	2.318810e-02	1.020790e-03	1.737740e-04
237.143      	2.276010e-02	1.005940e-03	1.721520e-04
238.095      	2.374530e-02	9.914780e-04	1.710970e-04
239.048      	2.410470e-02	9.774800e-04	1.703210e-04
240          	2.459980e-02	9.639080e-04	1.694490e-04
240.952      	2.633050e-02	9.508590e-04	1.681910e-04
241.905      	2.762950e-02	9.384530e-04	1.678160e-04
242.857      	2.859360e-02	9.260330e-04	1.661380e-04
243.81       	2.899360e-02	9.138590e-04	1.656580e-04
244.762      	2.916670e-02	9.014750e-04	1.633110e-04
245.714      	2.917700e-02	8.892530e-04	1.619300e-04
246.667      	2.906320e-02	8.769770e-04	1.591420e-04
247.619      	2.882160e-02	8.649460e-04	1.574150e-04
248.571      	2.835870e-02	8.529150e-04	1.548850e-04
249.524      	2.779630e-02	8.411030e-04	1.527340e-04
250.476      	2.717000e-02	8.294110e-04	1.503450e-04
251.429      	2.656020e-02	8.178400e-04	1.476740e-04
252.381      	2.585830e-02	8.063810e-04	1.450570e-04
253.333      	2.515480e-02	7.950480e-04	1.423710e-04
254.286      	2.443000e-02	7.841520e-04	1.403690e-04
255.238      	2.376680e-02	7.734300e-04	1.383810e-04
256.19       	2.314230e-02	7.630740e-04	1.367040e-04
257.143      	2.251210e-02	7.529470e-04	1.350790e-04
258.095      	2.203310e-02	7.430580e-04	1.337820e-04
259.048      	2.306320e-02	7.334740e-04	1.325980e-04
260          	2.349000e-02	7.241060e-04	1.315680e-04
260.952      	2.393610e-02	7.148770e-04	1.306770e-04
261.905      	2.476300e-02	7.059050e-04	1.298340e-04
262.857      	2.571620e-02	6.971580e-04	1.291370e-04
263.81       	2.613010e-02	6.883370e-04	1.282500e-04
264.762      	2.633560e-02	6.794860e-04	1.270180e-04
265.714      	2.660940e-02	6.710480e-04	1.266250e-04
266.667      	2.666190e-02	6.627310e-04	1.262830e-04
267.619      	2.661320e-02	6.544620e-04	1.259580e-04
268.571      	2.646590e-02	6.463850e-04	1.255650e-04
269.524      	2.617290e-02	6.383100e-04	1.252640e-04
270.476      	2.578840e-02	6.302640e-04	1.246930e-04
271.429      	2.545090e-02	6.223310e-04	1.241190e-04
272.381      	2.500990e-02	6.145080e-04	1.236310e-04
273.333      	2.451110e-02	6.067850e-04	1.230850e-04
274.286      	2.400370e-02	5.991380e-04	1.224430e-04
275.238      	2.353800e-02	5.916280e-04	1.217300e-04
276.19       	2.301430e-02	5.843370e-04	1.211770e-04
277.143      	2.247040e-02	5.772030e-04	1.203630e-04
278.095      	2.197630e-02	5.702180e-04	1.194670e-04
279.048      	2.154330e-02	5.634360e-04	1.186600e-04
280          	2.138540e-02	5.568330e-04	1.178430e-04
280.952      	2.283320e-02	5.505050e-04	1.168220e-04
281.905      	2.323010e-02	5.442610e-04	1.159010e-04
282.857      	2.358260e-02	5.382300e-04	1.152590e-04
283.81       	2.400190e-02	5.324640e-04	1.151700e-04
284.762      	2.432800e-02	5.273690e-04	1.184920e-04
285.714      	2.462610e-02	5.219290e-04	1.165450e-04
286.667      	2.480980e-02	5.164280e-04	1.148900e-04
287.619      	2.481440e-02	5.109270e-04	1.131200e-04
288.571      	2.478900e-02	5.055000e-04	1.119770e-04
289.524      	2.459480e-02	5.000650e-04	1.107010e-04
290.476      	2.440710e-02	4.947770e-04	1.098250e-04
291.429      	2.410540e-02	4.895450e-04	1.088960e-04
292.381      	2.378210e-02	4.843850e-04	1.078750e-04
293.333      	2.352920e-02	4.793680e-04	1.072650e-04
294.286      	2.314760e-02	4.743990e-04	1.062020e-04
295.238      	2.275240e-02	4.696400e-04	1.057890e-04
296.19       	2.240120e-02	4.649310e-04	1.050260e-04
297.143      	2.200030e-02	4.602930e-04	1.044790e-04
298.095      	2.158440e-02	4.557840e-04	1.043840e-04
299.048      	2.118360e-02	4.513120e-04	1.037560e-04
300          	2.086070e-02	4.469700e-04	1.032660e-04
300.952      	2.055540e-02	4.427040e-04	1.026010e-04
301.905      	2.035790e-02	4.384580e-04	1.017360e-04
302.857      	2.166120e-02	4.343630e-04	1.008980e-04
303.81       	2.200730e-02	4.304250e-04	1.003820e-04
304.762      	2.228510e-02	4.266980e-04	1.000000e-04
305.714      	2.248420e-02	4.229760e-04	9.962950e-05
306.667      	2.264710e-02	4.192830e-04	9.942720e-05
307.619      	2.278420e-02	4.156190e-04	9.897410e-05
308.571      	2.287420e-02	4.120210e-04	9.866550e-05
309.524      	2.292310e-02	4.084910e-04	9.829490e-05
310.476      	2.299460e-02	4.050090e-04	9.801750e-05
311.429      	2.284780e-02	4.015590e-04	9.778170e-05
312.381      	2.268970e-02	3.981750e-04	9.760630e-05
313.333      	2.250530e-02	3.948530e-04	9.748660e-05
314.286      	2.230450e-02	3.916430e-04	9.732750e-05
315.238      	2.205160e-02	3.885370e-04	9.715860e-05
316.19       	2.183080e-02	3.854810e-04	9.702640e-05
317.143      	2.159190e-02	3.825950e-04	9.692500e-05
318.095      	2.134820e-02	3.796710e-04	9.683540e-05
319.048      	2.109600e-02	3.767630e-04	9.674090e-05
320          	2.080020e-02	3.738970e-04	9.665660e-05
320.952      	2.051110e-02	3.711080e-04	9.661090e-05
321.905      	2.029340e-02	3.684630e-04	9.664960e-05
322.857      	2.001620e-02	3.658690e-04	9.680390e-05
323.81       	1.978780e-02	3.633980e-04	9.701360e-05
324.762      	1.968880e-02	3.610570e-04	9.722250e-05
325.714      	2.035550e-02	3.588640e-04	9.745690e-05
326.667      	2.069260e-02	3.568210e-04	9.768680e-05
327.619      	2.083150e-02	3.547950e-04	9.801150e-05
328.571      	2.088190e-02	3.527960e-04	9.837390e-05
329.524      	2.092930e-02	3.508930e-04	9.863290e-05
330.476      	2.099950e-02	3.490160e-04	9.890440e-05
331.429      	2.103950e-02	3.471310e-04	9.915770e-05
332.381      	2.103320e-02	3.452430e-04	9.936760e-05
333.333      	2.101790e-02	3.434110e-04	9.974250e-05
334.286      	2.098760e-02	3.415740e-04	9.999800e-05
335.238      	2.090100e-02	3.397620e-04	1.002240e-04
336.19       	2.079100e-02	3.379710e-04	1.005000e-04
337.143      	2.068710e-02	3.362340e-04	1.007460e-04
338.095      	2.049130e-02	3.345240e-04	1.010200e-04
339.048      	2.039350e-02	3.328530e-04	1.013100e-04
340          	2.021220e-02	3.312190e-04	1.015830e-04
340.952      	2.008380e-02	3.296280e-04	1.018870e-04
341.905      	2.000060e-02	3.280770e-04	1.021980e-04
342.857      	1.982140e-02	3.265730e-04	1.025350e-04
343.81       	1.968660e-02	3.251090e-04	1.028710e-04
344.762      	1.957990e-02	3.237120e-04	1.032110e-04
345.714      	1.938700e-02	3.223220e-04	1.035540e-04
346.667      	1.918490e-02	3.210490e-04	1.038980e-04
347.619      	1.902720e-02	3.198250e-04	1.042060e-04
348.571      	1.887160e-02	3.186320e-04	1.045200e-04
349.524      	1.875860e-02	3.174740e-04	1.048910e-04
350.476      	1.854380e-02	3.163720e-04	1.052740e-04
351.429      	1.864780e-02	3.153310e-04	1.056220e-04
352.381      	1.900250e-02	3.143700e-04	1.060980e-04
353.333      	1.911100e-02	3.134370e-04	1.064490e-04
354.286      	1.915540e-02	3.125280e-04	1.068070e-04
355.238      	1.917890e-02	3.116220e-04	1.071740e-04
356.19       	1.919980e-02	3.107020e-04	1.074860e-04
357.143      	1.919430e-02	3.098410e-04	1.079960e-04
358.095      	1.917650e-02	3.090200e-04	1.085340e-04
359.048      	1.919310e-02	3.082380e-04	1.091300e-04
360          	1.915980e-02	3.075620e-04	1.097040e-04
360.952      	1.916420e-02	3.069430e-04	1.103350e-04
361.905      	1.915910e-02	3.063960e-04	1.110740e-04
362.857      	1.913540e-02	3.059560e-04	1.120520e-04
363.81       	1.906100e-02	3.056900e-04	1.133850e-04
364.762      	1.904160e-02	3.050120e-04	1.139590e-04
365.714      	1.894490e-02	3.039660e-04	1.139110e-04
366.667      	1.882640e-02	3.029660e-04	1.141900e-04
367.619      	1.883780e-02	3.028370e-04	1.147620e-04
368.571      	1.872410e-02	3.024970e-04	1.151530e-04
369.524      	1.860220e-02	3.022050e-04	1.157320e-04
370.476      	1.850480e-02	3.018320e-04	1.162950e-04
371.429      	1.839700e-02	3.017540e-04	1.169310e-04
372.381      	1.824580e-02	3.013690e-04	1.173610e-04
373.333      	1.811690e-02	3.006170e-04	1.176360e-04
374.286      	1.797420e-02	2.995440e-04	1.178710e-04
375.238      	1.784740e-02	2.983030e-04	1.181110e-04
376.19       	1.764610e-02	2.970090e-04	1.183580e-04
377.143      	1.744610e-02	2.957670e-04	1.186230e-04
378.095      	1.721290e-02	2.945460e-04	1.189120e-04
379.048      	1.705650e-02	2.933770e-04	1.191980e-04
380          	1.689230e-02	2.923640e-04	1.194840e-04
380.952      	1.666400e-02	2.913980e-04	1.198560e-04
381.905      	1.648010e-02	2.905190e-04	1.202170e-04
382.857      	1.678740e-02	2.897080e-04	1.205670e-04
383.81       	1.700540e-02	2.889090e-04	1.207740e-04
384.762      	1.708370e-02	2.881580e-04	1.212540e-04
385.714      	1.715730e-02	2.874760e-04	1.217150e-04
386.667      	1.717040e-02	2.868700e-04	1.220790e-04
387.619      	1.729380e-02	2.863440e-04	1.224050e-04
388.571      	1.734160e-02	2.858300e-04	1.226240e-04
389.524      	1.747650e-02	2.853520e-04	1.227970e-04
390.476      	1.750250e-02	2.848680e-04	1.230090e-04
391.429      	1.753020e-02	2.843770e-04	1.231780e-04
392.381      	1.762010e-02	2.839080e-04	1.232800e-04
393.333      	1.764100e-02	2.834600e-04	1.233220e-04
394.286      	1.765560e-02	2.830410e-04	1.233330e-04
395.238      	1.770400e-02	2.826590e-04	1.232980e-04
396.19       	1.771010e-02	2.822900e-04	1.232150e-04
397.143      	1.764650e-02	2.819040e-04	1.230950e-04
398.095      	1.756150e-02	2.815330e-04	1.229620e-04
399.048      	1.746470e-02	2.811950e-04	1.228340e-04
400          	1.738810e-02	2.808920e-04	1.227070e-04
400.952      	1.727810e-02	2.806300e-04	1.226150e-04
401.905      	1.713320e-02	2.804600e-04	1.224530e-04
402.857      	1.694490e-02	2.803260e-04	1.223190e-04
403.81       	1.679700e-02	2.802520e-04	1.222450e-04
404.762      	1.659080e-02	2.802210e-04	1.222250e-04
405.714      	1.638730e-02	2.802480e-04	1.222550e-04
406.667      	1.616510e-02	2.803190e-04	1.223430e-04
407.619      	1.597920e-02	2.804370e-04	1.224360e-04
408.571      	1.578230e-02	2.805160e-04	1.224410e-04
409.524      	1.546140e-02	2.805600e-04	1.223960e-04
410.476      	1.523810e-02	2.805420e-04	1.222350e-04
411.429      	1.490750e-02	2.805320e-04	1.220050e-04
412.381      	1.473870e-02	2.810370e-04	1.225520e-04
413.333      	1.450080e-02	2.817160e-04	1.232930e-04
414.286      	1.432430e-02	2.823810e-04	1.239590e-04
415.238      	1.437320e-02	2.830540e-04	1.245640e-04
416.19       	1.507820e-02	2.837570e-04	1.252900e-04
417.143      	1.533480e-02	2.844970e-04	1.259500e-04
418.095      	1.553120e-02	2.852610e-04	1.266330e-04
419.048      	1.567310e-02	2.860460e-04	1.273700e-04
420          	1.580970e-02	2.868350e-04	1.281510e-04
420.952      	1.597300e-02	2.876150e-04	1.288670e-04
421.905      	1.606870e-02	2.883680e-04	1.295920e-04
422.857      	1.615020e-02	2.890080e-04	1.300150e-04
423.81       	1.629440e-02	2.898380e-04	1.306930e-04
424.762      	1.636540e-02	2.910270e-04	1.322500e-04
425.714      	1.640440e-02	2.922520e-04	1.338970e-04
426.667      	1.641030e-02	2.934990e-04	1.355710e-04
427.619      	1.638780e-02	2.947510e-04	1.372360e-04
428.571      	1.632080e-02	2.959710e-04	1.388360e-04
429.524      	1.625990e-02	2.971510e-04	1.404010e-04
430.476      	1.612770e-02	2.983140e-04	1.418850e-04
431.429      	1.597460e-02	2.994370e-04	1.433000e-04
432.381      	1.585300e-02	3.005350e-04	1.446280e-04
433.333      	1.562650e-02	3.015920e-04	1.458970e-04
434.286      	1.541760e-02	3.026030e-04	1.470520e-04
435.238      	1.521060e-02	3.035870e-04	1.481320e-04
436.19       	1.497550e-02	3.045330e-04	1.490850e-04
437.143      	1.477570e-02	3.054490e-04	1.499100e-04
438.095      	1.451700e-02	3.063460e-04	1.506160e-04
439.048      	1.423810e-02	3.072250e-04	1.512170e-04
440          	1.402680e-02	3.080910e-04	1.517470e-04
440.952      	1.374560e-02	3.089570e-04	1.521880e-04
441.905      	1.348790e-02	3.098440e-04	1.525620e-04
442.857      	1.329670e-02	3.107200e-04	1.528940e-04
443.81       	1.309480e-02	3.116040e-04	1.531680e-04
444.762      	1.284580e-02	3.125000e-04	1.535680e-04
445.714      	1.259910e-02	3.134520e-04	1.539860e-04
446.667      	1.303710e-02	3.144160e-04	1.544070e-04
447.619      	1.344270e-02	3.153550e-04	1.547520e-04
448.571      	1.371220e-02	3.162600e-04	1.549950e-04
449.524      	1.396550e-02	3.170900e-04	1.550020e-04
